Time (CET),Day-ahead Total Load Forecast [MW] - Cyprus (CY),Actual Total Load [MW] - Cyprus (CY)
04.07.2018 06:00 - 04.07.2018 06:30,0,525
04.07.2018 06:30 - 04.07.2018 07:00,0,573
04.07.2018 07:00 - 04.07.2018 07:30,0,616
04.07.2018 07:30 - 04.07.2018 08:00,0,661
04.07.2018 08:00 - 04.07.2018 08:30,0,683
04.07.2018 08:30 - 04.07.2018 09:00,0,708
04.07.2018 09:00 - 04.07.2018 09:30,0,722
04.07.2018 09:30 - 04.07.2018 10:00,0,726
04.07.2018 10:00 - 04.07.2018 10:30,0,734
04.07.2018 10:30 - 04.07.2018 11:00,0,735
04.07.2018 11:00 - 04.07.2018 11:30,0,740
04.07.2018 11:30 - 04.07.2018 12:00,0,749
04.07.2018 12:00 - 04.07.2018 12:30,0,753
04.07.2018 12:30 - 04.07.2018 13:00,0,755
04.07.2018 13:00 - 04.07.2018 13:30,0,762
04.07.2018 13:30 - 04.07.2018 14:00,0,769
04.07.2018 14:00 - 04.07.2018 14:30,0,765
04.07.2018 14:30 - 04.07.2018 15:00,0,761
04.07.2018 15:00 - 04.07.2018 15:30,0,762
04.07.2018 15:30 - 04.07.2018 16:00,0,761
04.07.2018 16:00 - 04.07.2018 16:30,0,756
04.07.2018 16:30 - 04.07.2018 17:00,0,750
04.07.2018 17:00 - 04.07.2018 17:30,0,736
04.07.2018 17:30 - 04.07.2018 18:00,0,727
04.07.2018 18:00 - 04.07.2018 18:30,0,717
04.07.2018 18:30 - 04.07.2018 19:00,0,697
04.07.2018 19:00 - 04.07.2018 19:30,0,687
04.07.2018 19:30 - 04.07.2018 20:00,0,709
04.07.2018 20:00 - 04.07.2018 20:30,0,708
04.07.2018 20:30 - 04.07.2018 21:00,0,699
04.07.2018 21:00 - 04.07.2018 21:30,0,687
04.07.2018 21:30 - 04.07.2018 22:00,0,678
04.07.2018 22:00 - 04.07.2018 22:30,0,664
04.07.2018 22:30 - 04.07.2018 23:00,0,643
04.07.2018 23:00 - 04.07.2018 23:30,0,622
04.07.2018 23:30 - 05.07.2018 00:00,0,602
05.07.2018 00:00 - 05.07.2018 00:30,0,582
05.07.2018 00:30 - 05.07.2018 01:00,0,564
05.07.2018 01:00 - 05.07.2018 01:30,0,549
05.07.2018 01:30 - 05.07.2018 02:00,0,538
05.07.2018 02:00 - 05.07.2018 02:30,0,522
05.07.2018 02:30 - 05.07.2018 03:00,0,512
05.07.2018 03:00 - 05.07.2018 03:30,0,503
05.07.2018 03:30 - 05.07.2018 04:00,0,498
05.07.2018 04:00 - 05.07.2018 04:30,0,496
05.07.2018 04:30 - 05.07.2018 05:00,0,476
05.07.2018 05:00 - 05.07.2018 05:30,0,487
05.07.2018 05:30 - 05.07.2018 06:00,0,511
05.07.2018 06:00 - 05.07.2018 06:30,0,549
05.07.2018 06:30 - 05.07.2018 07:00,0,601
05.07.2018 07:00 - 05.07.2018 07:30,0,649
05.07.2018 07:30 - 05.07.2018 08:00,0,694
05.07.2018 08:00 - 05.07.2018 08:30,0,721
05.07.2018 08:30 - 05.07.2018 09:00,0,745
05.07.2018 09:00 - 05.07.2018 09:30,0,757
05.07.2018 09:30 - 05.07.2018 10:00,0,762
05.07.2018 10:00 - 05.07.2018 10:30,0,766
05.07.2018 10:30 - 05.07.2018 11:00,0,762
05.07.2018 11:00 - 05.07.2018 11:30,0,766
05.07.2018 11:30 - 05.07.2018 12:00,0,774
05.07.2018 12:00 - 05.07.2018 12:30,0,776
05.07.2018 12:30 - 05.07.2018 13:00,0,783
05.07.2018 13:00 - 05.07.2018 13:30,0,793
05.07.2018 13:30 - 05.07.2018 14:00,0,801
05.07.2018 14:00 - 05.07.2018 14:30,0,798
05.07.2018 14:30 - 05.07.2018 15:00,0,801
05.07.2018 15:00 - 05.07.2018 15:30,0,803
05.07.2018 15:30 - 05.07.2018 16:00,0,802
05.07.2018 16:00 - 05.07.2018 16:30,0,795
05.07.2018 16:30 - 05.07.2018 17:00,0,785
05.07.2018 17:00 - 05.07.2018 17:30,0,772
05.07.2018 17:30 - 05.07.2018 18:00,0,760
05.07.2018 18:00 - 05.07.2018 18:30,0,740
05.07.2018 18:30 - 05.07.2018 19:00,0,715
05.07.2018 19:00 - 05.07.2018 19:30,0,702
05.07.2018 19:30 - 05.07.2018 20:00,0,719
05.07.2018 20:00 - 05.07.2018 20:30,0,717
05.07.2018 20:30 - 05.07.2018 21:00,0,712
05.07.2018 21:00 - 05.07.2018 21:30,0,704
05.07.2018 21:30 - 05.07.2018 22:00,0,697
05.07.2018 22:00 - 05.07.2018 22:30,0,686
05.07.2018 22:30 - 05.07.2018 23:00,0,667
05.07.2018 23:00 - 05.07.2018 23:30,0,647
05.07.2018 23:30 - 06.07.2018 00:00,0,628
06.07.2018 00:00 - 06.07.2018 00:30,0,605
06.07.2018 00:30 - 06.07.2018 01:00,0,587
06.07.2018 01:00 - 06.07.2018 01:30,0,573
06.07.2018 01:30 - 06.07.2018 02:00,0,557
06.07.2018 02:00 - 06.07.2018 02:30,0,544
06.07.2018 02:30 - 06.07.2018 03:00,0,532
06.07.2018 03:00 - 06.07.2018 03:30,0,523
06.07.2018 03:30 - 06.07.2018 04:00,0,516
06.07.2018 04:00 - 06.07.2018 04:30,0,514
06.07.2018 04:30 - 06.07.2018 05:00,0,494
06.07.2018 05:00 - 06.07.2018 05:30,0,503
06.07.2018 05:30 - 06.07.2018 06:00,0,525
06.07.2018 06:00 - 06.07.2018 06:30,0,562
06.07.2018 06:30 - 06.07.2018 07:00,0,616
06.07.2018 07:00 - 06.07.2018 07:30,0,661
06.07.2018 07:30 - 06.07.2018 08:00,0,708
06.07.2018 08:00 - 06.07.2018 08:30,0,736
06.07.2018 08:30 - 06.07.2018 09:00,0,760
06.07.2018 09:00 - 06.07.2018 09:30,0,768
06.07.2018 09:30 - 06.07.2018 10:00,0,774
06.07.2018 10:00 - 06.07.2018 10:30,0,775
06.07.2018 10:30 - 06.07.2018 11:00,0,772
06.07.2018 11:00 - 06.07.2018 11:30,0,779
06.07.2018 11:30 - 06.07.2018 12:00,0,786
06.07.2018 12:00 - 06.07.2018 12:30,0,790
06.07.2018 12:30 - 06.07.2018 13:00,0,793
06.07.2018 13:00 - 06.07.2018 13:30,0,804
06.07.2018 13:30 - 06.07.2018 14:00,0,814
06.07.2018 14:00 - 06.07.2018 14:30,0,806
06.07.2018 14:30 - 06.07.2018 15:00,0,809
06.07.2018 15:00 - 06.07.2018 15:30,0,814
06.07.2018 15:30 - 06.07.2018 16:00,0,812
06.07.2018 16:00 - 06.07.2018 16:30,0,806
06.07.2018 16:30 - 06.07.2018 17:00,0,800
06.07.2018 17:00 - 06.07.2018 17:30,0,792
06.07.2018 17:30 - 06.07.2018 18:00,0,783
06.07.2018 18:00 - 06.07.2018 18:30,0,758
06.07.2018 18:30 - 06.07.2018 19:00,0,732
06.07.2018 19:00 - 06.07.2018 19:30,0,713
06.07.2018 19:30 - 06.07.2018 20:00,0,726
06.07.2018 20:00 - 06.07.2018 20:30,0,723
06.07.2018 20:30 - 06.07.2018 21:00,0,714
06.07.2018 21:00 - 06.07.2018 21:30,0,705
06.07.2018 21:30 - 06.07.2018 22:00,0,691
06.07.2018 22:00 - 06.07.2018 22:30,0,676
06.07.2018 22:30 - 06.07.2018 23:00,0,668
06.07.2018 23:00 - 06.07.2018 23:30,0,646
06.07.2018 23:30 - 07.07.2018 00:00,0,626
07.07.2018 00:00 - 07.07.2018 00:30,0,610
07.07.2018 00:30 - 07.07.2018 01:00,0,592
07.07.2018 01:00 - 07.07.2018 01:30,0,577
07.07.2018 01:30 - 07.07.2018 02:00,0,565
07.07.2018 02:00 - 07.07.2018 02:30,0,551
07.07.2018 02:30 - 07.07.2018 03:00,0,540
07.07.2018 03:00 - 07.07.2018 03:30,0,530
07.07.2018 03:30 - 07.07.2018 04:00,0,523
07.07.2018 04:00 - 07.07.2018 04:30,0,516
07.07.2018 04:30 - 07.07.2018 05:00,0,492
07.07.2018 05:00 - 07.07.2018 05:30,0,493
07.07.2018 05:30 - 07.07.2018 06:00,0,502
07.07.2018 06:00 - 07.07.2018 06:30,0,522
07.07.2018 06:30 - 07.07.2018 07:00,0,549
07.07.2018 07:00 - 07.07.2018 07:30,0,573
07.07.2018 07:30 - 07.07.2018 08:00,0,598
07.07.2018 08:00 - 07.07.2018 08:30,0,616
07.07.2018 08:30 - 07.07.2018 09:00,0,642
07.07.2018 09:00 - 07.07.2018 09:30,0,651
07.07.2018 09:30 - 07.07.2018 10:00,0,660
07.07.2018 10:00 - 07.07.2018 10:30,0,665
07.07.2018 10:30 - 07.07.2018 11:00,0,669
07.07.2018 11:00 - 07.07.2018 11:30,0,679
07.07.2018 11:30 - 07.07.2018 12:00,0,689
07.07.2018 12:00 - 07.07.2018 12:30,0,700
07.07.2018 12:30 - 07.07.2018 13:00,0,701
07.07.2018 13:00 - 07.07.2018 13:30,0,706
07.07.2018 13:30 - 07.07.2018 14:00,0,716
07.07.2018 14:00 - 07.07.2018 14:30,0,722
07.07.2018 14:30 - 07.07.2018 15:00,0,727
07.07.2018 15:00 - 07.07.2018 15:30,0,732
07.07.2018 15:30 - 07.07.2018 16:00,0,736
07.07.2018 16:00 - 07.07.2018 16:30,0,740
07.07.2018 16:30 - 07.07.2018 17:00,0,736
07.07.2018 17:00 - 07.07.2018 17:30,0,737
07.07.2018 17:30 - 07.07.2018 18:00,0,731
07.07.2018 18:00 - 07.07.2018 18:30,0,715
07.07.2018 18:30 - 07.07.2018 19:00,0,699
07.07.2018 19:00 - 07.07.2018 19:30,0,686
07.07.2018 19:30 - 07.07.2018 20:00,0,707
07.07.2018 20:00 - 07.07.2018 20:30,0,701
07.07.2018 20:30 - 07.07.2018 21:00,0,693
07.07.2018 21:00 - 07.07.2018 21:30,0,684
07.07.2018 21:30 - 07.07.2018 22:00,0,678
07.07.2018 22:00 - 07.07.2018 22:30,0,670
07.07.2018 22:30 - 07.07.2018 23:00,0,663
07.07.2018 23:00 - 07.07.2018 23:30,0,645
07.07.2018 23:30 - 08.07.2018 00:00,0,629
08.07.2018 00:00 - 08.07.2018 00:30,0,614
08.07.2018 00:30 - 08.07.2018 01:00,0,593
08.07.2018 01:00 - 08.07.2018 01:30,0,578
08.07.2018 01:30 - 08.07.2018 02:00,0,564
08.07.2018 02:00 - 08.07.2018 02:30,0,550
08.07.2018 02:30 - 08.07.2018 03:00,0,540
08.07.2018 03:00 - 08.07.2018 03:30,0,529
08.07.2018 03:30 - 08.07.2018 04:00,0,518
08.07.2018 04:00 - 08.07.2018 04:30,0,512
08.07.2018 04:30 - 08.07.2018 05:00,0,489
08.07.2018 05:00 - 08.07.2018 05:30,0,485
08.07.2018 05:30 - 08.07.2018 06:00,0,489
08.07.2018 06:00 - 08.07.2018 06:30,0,498
08.07.2018 06:30 - 08.07.2018 07:00,0,510
08.07.2018 07:00 - 08.07.2018 07:30,0,521
08.07.2018 07:30 - 08.07.2018 08:00,0,534
08.07.2018 08:00 - 08.07.2018 08:30,0,544
08.07.2018 08:30 - 08.07.2018 09:00,0,553
08.07.2018 09:00 - 08.07.2018 09:30,0,559
08.07.2018 09:30 - 08.07.2018 10:00,0,568
08.07.2018 10:00 - 08.07.2018 10:30,0,577
08.07.2018 10:30 - 08.07.2018 11:00,0,584
08.07.2018 11:00 - 08.07.2018 11:30,0,596
08.07.2018 11:30 - 08.07.2018 12:00,0,601
08.07.2018 12:00 - 08.07.2018 12:30,0,609
08.07.2018 12:30 - 08.07.2018 13:00,0,610
08.07.2018 13:00 - 08.07.2018 13:30,0,617
08.07.2018 13:30 - 08.07.2018 14:00,0,626
08.07.2018 14:00 - 08.07.2018 14:30,0,633
08.07.2018 14:30 - 08.07.2018 15:00,0,640
08.07.2018 15:00 - 08.07.2018 15:30,0,648
08.07.2018 15:30 - 08.07.2018 16:00,0,654
08.07.2018 16:00 - 08.07.2018 16:30,0,658
08.07.2018 16:30 - 08.07.2018 17:00,0,660
08.07.2018 17:00 - 08.07.2018 17:30,0,661
08.07.2018 17:30 - 08.07.2018 18:00,0,658
08.07.2018 18:00 - 08.07.2018 18:30,0,653
08.07.2018 18:30 - 08.07.2018 19:00,0,638
08.07.2018 19:00 - 08.07.2018 19:30,0,629
08.07.2018 19:30 - 08.07.2018 20:00,0,658
08.07.2018 20:00 - 08.07.2018 20:30,0,667
08.07.2018 20:30 - 08.07.2018 21:00,0,668
08.07.2018 21:00 - 08.07.2018 21:30,0,668
08.07.2018 21:30 - 08.07.2018 22:00,0,661
08.07.2018 22:00 - 08.07.2018 22:30,0,657
08.07.2018 22:30 - 08.07.2018 23:00,0,642
08.07.2018 23:00 - 08.07.2018 23:30,0,625
08.07.2018 23:30 - 09.07.2018 00:00,0,605
09.07.2018 00:00 - 09.07.2018 00:30,0,583
09.07.2018 00:30 - 09.07.2018 01:00,0,564
09.07.2018 01:00 - 09.07.2018 01:30,0,546
09.07.2018 01:30 - 09.07.2018 02:00,0,532
09.07.2018 02:00 - 09.07.2018 02:30,0,519
09.07.2018 02:30 - 09.07.2018 03:00,0,509
09.07.2018 03:00 - 09.07.2018 03:30,0,501
09.07.2018 03:30 - 09.07.2018 04:00,0,493
09.07.2018 04:00 - 09.07.2018 04:30,0,490
09.07.2018 04:30 - 09.07.2018 05:00,0,472
09.07.2018 05:00 - 09.07.2018 05:30,0,483
09.07.2018 05:30 - 09.07.2018 06:00,0,506
09.07.2018 06:00 - 09.07.2018 06:30,0,538
09.07.2018 06:30 - 09.07.2018 07:00,0,593
09.07.2018 07:00 - 09.07.2018 07:30,0,641
09.07.2018 07:30 - 09.07.2018 08:00,0,686
09.07.2018 08:00 - 09.07.2018 08:30,0,713
09.07.2018 08:30 - 09.07.2018 09:00,0,731
09.07.2018 09:00 - 09.07.2018 09:30,0,742
09.07.2018 09:30 - 09.07.2018 10:00,0,744
09.07.2018 10:00 - 09.07.2018 10:30,0,747
09.07.2018 10:30 - 09.07.2018 11:00,0,745
09.07.2018 11:00 - 09.07.2018 11:30,0,749
09.07.2018 11:30 - 09.07.2018 12:00,0,754
09.07.2018 12:00 - 09.07.2018 12:30,0,754
09.07.2018 12:30 - 09.07.2018 13:00,0,758
09.07.2018 13:00 - 09.07.2018 13:30,0,774
09.07.2018 13:30 - 09.07.2018 14:00,0,782
09.07.2018 14:00 - 09.07.2018 14:30,0,779
09.07.2018 14:30 - 09.07.2018 15:00,0,783
09.07.2018 15:00 - 09.07.2018 15:30,0,785
09.07.2018 15:30 - 09.07.2018 16:00,0,783
09.07.2018 16:00 - 09.07.2018 16:30,0,777
09.07.2018 16:30 - 09.07.2018 17:00,0,766
09.07.2018 17:00 - 09.07.2018 17:30,0,752
09.07.2018 17:30 - 09.07.2018 18:00,0,735
09.07.2018 18:00 - 09.07.2018 18:30,0,719
09.07.2018 18:30 - 09.07.2018 19:00,0,694
09.07.2018 19:00 - 09.07.2018 19:30,0,684
09.07.2018 19:30 - 09.07.2018 20:00,0,705
09.07.2018 20:00 - 09.07.2018 20:30,0,706
09.07.2018 20:30 - 09.07.2018 21:00,0,700
09.07.2018 21:00 - 09.07.2018 21:30,0,693
09.07.2018 21:30 - 09.07.2018 22:00,0,681
09.07.2018 22:00 - 09.07.2018 22:30,0,668
09.07.2018 22:30 - 09.07.2018 23:00,0,652
09.07.2018 23:00 - 09.07.2018 23:30,0,631
09.07.2018 23:30 - 10.07.2018 00:00,0,609
10.07.2018 00:00 - 10.07.2018 00:30,0,590
10.07.2018 00:30 - 10.07.2018 01:00,0,571
10.07.2018 01:00 - 10.07.2018 01:30,0,555
10.07.2018 01:30 - 10.07.2018 02:00,0,542
10.07.2018 02:00 - 10.07.2018 02:30,0,525
10.07.2018 02:30 - 10.07.2018 03:00,0,516
10.07.2018 03:00 - 10.07.2018 03:30,0,508
10.07.2018 03:30 - 10.07.2018 04:00,0,503
10.07.2018 04:00 - 10.07.2018 04:30,0,502
10.07.2018 04:30 - 10.07.2018 05:00,0,483
10.07.2018 05:00 - 10.07.2018 05:30,0,494
10.07.2018 05:30 - 10.07.2018 06:00,0,516
10.07.2018 06:00 - 10.07.2018 06:30,0,548
10.07.2018 06:30 - 10.07.2018 07:00,0,600
10.07.2018 07:00 - 10.07.2018 07:30,0,646
10.07.2018 07:30 - 10.07.2018 08:00,0,617
10.07.2018 08:00 - 10.07.2018 08:30,0,714
10.07.2018 08:30 - 10.07.2018 09:00,0,731
10.07.2018 09:00 - 10.07.2018 09:30,0,740
10.07.2018 09:30 - 10.07.2018 10:00,0,743
10.07.2018 10:00 - 10.07.2018 10:30,0,750
10.07.2018 10:30 - 10.07.2018 11:00,0,754
10.07.2018 11:00 - 10.07.2018 11:30,0,755
10.07.2018 11:30 - 10.07.2018 12:00,0,766
10.07.2018 12:00 - 10.07.2018 12:30,0,766
10.07.2018 12:30 - 10.07.2018 13:00,0,770
10.07.2018 13:00 - 10.07.2018 13:30,0,777
10.07.2018 13:30 - 10.07.2018 14:00,0,777
10.07.2018 14:00 - 10.07.2018 14:30,0,778
10.07.2018 14:30 - 10.07.2018 15:00,0,778
10.07.2018 15:00 - 10.07.2018 15:30,0,780
10.07.2018 15:30 - 10.07.2018 16:00,0,778
10.07.2018 16:00 - 10.07.2018 16:30,0,770
10.07.2018 16:30 - 10.07.2018 17:00,0,756
10.07.2018 17:00 - 10.07.2018 17:30,0,745
10.07.2018 17:30 - 10.07.2018 18:00,0,734
10.07.2018 18:00 - 10.07.2018 18:30,0,715
10.07.2018 18:30 - 10.07.2018 19:00,0,693
10.07.2018 19:00 - 10.07.2018 19:30,0,679
10.07.2018 19:30 - 10.07.2018 20:00,0,704
10.07.2018 20:00 - 10.07.2018 20:30,0,703
10.07.2018 20:30 - 10.07.2018 21:00,0,693
10.07.2018 21:00 - 10.07.2018 21:30,0,685
10.07.2018 21:30 - 10.07.2018 22:00,0,670
10.07.2018 22:00 - 10.07.2018 22:30,0,656
10.07.2018 22:30 - 10.07.2018 23:00,0,643
10.07.2018 23:00 - 10.07.2018 23:30,0,619
10.07.2018 23:30 - 11.07.2018 00:00,0,597
11.07.2018 00:00 - 11.07.2018 00:30,0,577
11.07.2018 00:30 - 11.07.2018 01:00,0,559
11.07.2018 01:00 - 11.07.2018 01:30,0,540
11.07.2018 01:30 - 11.07.2018 02:00,0,528
11.07.2018 02:00 - 11.07.2018 02:30,0,514
11.07.2018 02:30 - 11.07.2018 03:00,0,501
11.07.2018 03:00 - 11.07.2018 03:30,0,495
11.07.2018 03:30 - 11.07.2018 04:00,0,489
11.07.2018 04:00 - 11.07.2018 04:30,0,487
11.07.2018 04:30 - 11.07.2018 05:00,0,466
11.07.2018 05:00 - 11.07.2018 05:30,0,478
11.07.2018 05:30 - 11.07.2018 06:00,0,500
11.07.2018 06:00 - 11.07.2018 06:30,0,534
11.07.2018 06:30 - 11.07.2018 07:00,0,586
11.07.2018 07:00 - 11.07.2018 07:30,0,630
11.07.2018 07:30 - 11.07.2018 08:00,0,669
11.07.2018 08:00 - 11.07.2018 08:30,0,690
11.07.2018 08:30 - 11.07.2018 09:00,0,714
11.07.2018 09:00 - 11.07.2018 09:30,0,722
11.07.2018 09:30 - 11.07.2018 10:00,0,732
11.07.2018 10:00 - 11.07.2018 10:30,0,732
11.07.2018 10:30 - 11.07.2018 11:00,0,730
11.07.2018 11:00 - 11.07.2018 11:30,0,730
11.07.2018 11:30 - 11.07.2018 12:00,0,733
11.07.2018 12:00 - 11.07.2018 12:30,0,735
11.07.2018 12:30 - 11.07.2018 13:00,0,733
11.07.2018 13:00 - 11.07.2018 13:30,0,743
11.07.2018 13:30 - 11.07.2018 14:00,0,748
11.07.2018 14:00 - 11.07.2018 14:30,0,740
11.07.2018 14:30 - 11.07.2018 15:00,0,738
11.07.2018 15:00 - 11.07.2018 15:30,0,741
11.07.2018 15:30 - 11.07.2018 16:00,0,737
11.07.2018 16:00 - 11.07.2018 16:30,0,732
11.07.2018 16:30 - 11.07.2018 17:00,0,716
11.07.2018 17:00 - 11.07.2018 17:30,0,704
11.07.2018 17:30 - 11.07.2018 18:00,0,693
11.07.2018 18:00 - 11.07.2018 18:30,0,679
11.07.2018 18:30 - 11.07.2018 19:00,0,663
11.07.2018 19:00 - 11.07.2018 19:30,0,647
11.07.2018 19:30 - 11.07.2018 20:00,0,671
11.07.2018 20:00 - 11.07.2018 20:30,0,670
11.07.2018 20:30 - 11.07.2018 21:00,0,660
11.07.2018 21:00 - 11.07.2018 21:30,0,652
11.07.2018 21:30 - 11.07.2018 22:00,0,643
11.07.2018 22:00 - 11.07.2018 22:30,0,633
11.07.2018 22:30 - 11.07.2018 23:00,0,622
11.07.2018 23:00 - 11.07.2018 23:30,0,607
11.07.2018 23:30 - 12.07.2018 00:00,0,589
12.07.2018 00:00 - 12.07.2018 00:30,0,568
12.07.2018 00:30 - 12.07.2018 01:00,0,550
12.07.2018 01:00 - 12.07.2018 01:30,0,530
12.07.2018 01:30 - 12.07.2018 02:00,0,517
12.07.2018 02:00 - 12.07.2018 02:30,0,503
12.07.2018 02:30 - 12.07.2018 03:00,0,495
12.07.2018 03:00 - 12.07.2018 03:30,0,486
12.07.2018 03:30 - 12.07.2018 04:00,0,480
12.07.2018 04:00 - 12.07.2018 04:30,0,480
12.07.2018 04:30 - 12.07.2018 05:00,0,460
12.07.2018 05:00 - 12.07.2018 05:30,0,474
12.07.2018 05:30 - 12.07.2018 06:00,0,497
12.07.2018 06:00 - 12.07.2018 06:30,0,531
12.07.2018 06:30 - 12.07.2018 07:00,0,580
12.07.2018 07:00 - 12.07.2018 07:30,0,625
12.07.2018 07:30 - 12.07.2018 08:00,0,644
12.07.2018 08:00 - 12.07.2018 08:30,0,663
12.07.2018 08:30 - 12.07.2018 09:00,0,682
12.07.2018 09:00 - 12.07.2018 09:30,0,701
12.07.2018 09:30 - 12.07.2018 10:00,0,719
12.07.2018 10:00 - 12.07.2018 10:30,0,722
12.07.2018 10:30 - 12.07.2018 11:00,0,722
12.07.2018 11:00 - 12.07.2018 11:30,0,729
12.07.2018 11:30 - 12.07.2018 12:00,0,733
12.07.2018 12:00 - 12.07.2018 12:30,0,736
12.07.2018 12:30 - 12.07.2018 13:00,0,738
12.07.2018 13:00 - 12.07.2018 13:30,0,750
12.07.2018 13:30 - 12.07.2018 14:00,0,757
12.07.2018 14:00 - 12.07.2018 14:30,0,756
12.07.2018 14:30 - 12.07.2018 15:00,0,764
12.07.2018 15:00 - 12.07.2018 15:30,0,763
12.07.2018 15:30 - 12.07.2018 16:00,0,763
12.07.2018 16:00 - 12.07.2018 16:30,0,757
12.07.2018 16:30 - 12.07.2018 17:00,0,747
12.07.2018 17:00 - 12.07.2018 17:30,0,734
12.07.2018 17:30 - 12.07.2018 18:00,0,726
12.07.2018 18:00 - 12.07.2018 18:30,0,703
12.07.2018 18:30 - 12.07.2018 19:00,0,681
12.07.2018 19:00 - 12.07.2018 19:30,0,668
12.07.2018 19:30 - 12.07.2018 20:00,0,692
12.07.2018 20:00 - 12.07.2018 20:30,0,691
12.07.2018 20:30 - 12.07.2018 21:00,0,682
12.07.2018 21:00 - 12.07.2018 21:30,0,673
12.07.2018 21:30 - 12.07.2018 22:00,0,665
12.07.2018 22:00 - 12.07.2018 22:30,0,659
12.07.2018 22:30 - 12.07.2018 23:00,0,643
12.07.2018 23:00 - 12.07.2018 23:30,0,625
12.07.2018 23:30 - 13.07.2018 00:00,0,606
13.07.2018 00:00 - 13.07.2018 00:30,0,587
13.07.2018 00:30 - 13.07.2018 01:00,0,568
13.07.2018 01:00 - 13.07.2018 01:30,0,553
13.07.2018 01:30 - 13.07.2018 02:00,0,539
13.07.2018 02:00 - 13.07.2018 02:30,0,528
13.07.2018 02:30 - 13.07.2018 03:00,0,516
13.07.2018 03:00 - 13.07.2018 03:30,0,506
13.07.2018 03:30 - 13.07.2018 04:00,0,503
13.07.2018 04:00 - 13.07.2018 04:30,0,502
13.07.2018 04:30 - 13.07.2018 05:00,0,486
13.07.2018 05:00 - 13.07.2018 05:30,0,495
13.07.2018 05:30 - 13.07.2018 06:00,0,517
13.07.2018 06:00 - 13.07.2018 06:30,0,551
13.07.2018 06:30 - 13.07.2018 07:00,0,603
13.07.2018 07:00 - 13.07.2018 07:30,0,649
13.07.2018 07:30 - 13.07.2018 08:00,0,690
13.07.2018 08:00 - 13.07.2018 08:30,0,711
13.07.2018 08:30 - 13.07.2018 09:00,0,737
13.07.2018 09:00 - 13.07.2018 09:30,0,748
13.07.2018 09:30 - 13.07.2018 10:00,0,762
13.07.2018 10:00 - 13.07.2018 10:30,0,767
13.07.2018 10:30 - 13.07.2018 11:00,0,768
13.07.2018 11:00 - 13.07.2018 11:30,0,774
13.07.2018 11:30 - 13.07.2018 12:00,0,780
13.07.2018 12:00 - 13.07.2018 12:30,0,784
13.07.2018 12:30 - 13.07.2018 13:00,0,790
13.07.2018 13:00 - 13.07.2018 13:30,0,805
13.07.2018 13:30 - 13.07.2018 14:00,0,813
13.07.2018 14:00 - 13.07.2018 14:30,0,808
13.07.2018 14:30 - 13.07.2018 15:00,0,811
13.07.2018 15:00 - 13.07.2018 15:30,0,812
13.07.2018 15:30 - 13.07.2018 16:00,0,813
13.07.2018 16:00 - 13.07.2018 16:30,0,801
13.07.2018 16:30 - 13.07.2018 17:00,0,790
13.07.2018 17:00 - 13.07.2018 17:30,0,778
13.07.2018 17:30 - 13.07.2018 18:00,0,763
13.07.2018 18:00 - 13.07.2018 18:30,0,742
13.07.2018 18:30 - 13.07.2018 19:00,0,718
13.07.2018 19:00 - 13.07.2018 19:30,0,700
13.07.2018 19:30 - 13.07.2018 20:00,0,719
13.07.2018 20:00 - 13.07.2018 20:30,0,712
13.07.2018 20:30 - 13.07.2018 21:00,0,702
13.07.2018 21:00 - 13.07.2018 21:30,0,693
13.07.2018 21:30 - 13.07.2018 22:00,0,685
13.07.2018 22:00 - 13.07.2018 22:30,0,676
13.07.2018 22:30 - 13.07.2018 23:00,0,661
13.07.2018 23:00 - 13.07.2018 23:30,0,646
13.07.2018 23:30 - 14.07.2018 00:00,0,628
14.07.2018 00:00 - 14.07.2018 00:30,0,612
14.07.2018 00:30 - 14.07.2018 01:00,0,597
14.07.2018 01:00 - 14.07.2018 01:30,0,581
14.07.2018 01:30 - 14.07.2018 02:00,0,566
14.07.2018 02:00 - 14.07.2018 02:30,0,556
14.07.2018 02:30 - 14.07.2018 03:00,0,546
14.07.2018 03:00 - 14.07.2018 03:30,0,534
14.07.2018 03:30 - 14.07.2018 04:00,0,530
14.07.2018 04:00 - 14.07.2018 04:30,0,528
14.07.2018 04:30 - 14.07.2018 05:00,0,504
14.07.2018 05:00 - 14.07.2018 05:30,0,504
14.07.2018 05:30 - 14.07.2018 06:00,0,510
14.07.2018 06:00 - 14.07.2018 06:30,0,529
14.07.2018 06:30 - 14.07.2018 07:00,0,556
14.07.2018 07:00 - 14.07.2018 07:30,0,577
14.07.2018 07:30 - 14.07.2018 08:00,0,602
14.07.2018 08:00 - 14.07.2018 08:30,0,623
14.07.2018 08:30 - 14.07.2018 09:00,0,644
14.07.2018 09:00 - 14.07.2018 09:30,0,659
14.07.2018 09:30 - 14.07.2018 10:00,0,668
14.07.2018 10:00 - 14.07.2018 10:30,0,671
14.07.2018 10:30 - 14.07.2018 11:00,0,676
14.07.2018 11:00 - 14.07.2018 11:30,0,683
14.07.2018 11:30 - 14.07.2018 12:00,0,699
14.07.2018 12:00 - 14.07.2018 12:30,0,709
14.07.2018 12:30 - 14.07.2018 13:00,0,715
14.07.2018 13:00 - 14.07.2018 13:30,0,722
14.07.2018 13:30 - 14.07.2018 14:00,0,730
14.07.2018 14:00 - 14.07.2018 14:30,0,733
14.07.2018 14:30 - 14.07.2018 15:00,0,737
