Time (WET),Belarus (BY) > Lithuania (LT) [MW],Lithuania (LT) > Belarus (BY) [MW]
10.07.2018 09:00 - 10.07.2018 10:00,113,0
10.07.2018 10:00 - 10.07.2018 11:00,112,0
10.07.2018 11:00 - 10.07.2018 12:00,11,0
10.07.2018 12:00 - 10.07.2018 13:00,23,0
10.07.2018 13:00 - 10.07.2018 14:00,4,0
10.07.2018 14:00 - 10.07.2018 15:00,0,28
10.07.2018 15:00 - 10.07.2018 16:00,0,40
10.07.2018 16:00 - 10.07.2018 17:00,37,0
10.07.2018 17:00 - 10.07.2018 18:00,45,0
10.07.2018 18:00 - 10.07.2018 19:00,0,8
10.07.2018 19:00 - 10.07.2018 20:00,0,72
10.07.2018 20:00 - 10.07.2018 21:00,0,50
10.07.2018 21:00 - 10.07.2018 22:00,0,1
10.07.2018 22:00 - 10.07.2018 23:00,183,0
10.07.2018 23:00 - 11.07.2018 00:00,229,0
11.07.2018 00:00 - 11.07.2018 01:00,0,21
11.07.2018 01:00 - 11.07.2018 02:00,0,87
11.07.2018 02:00 - 11.07.2018 03:00,0,189
11.07.2018 03:00 - 11.07.2018 04:00,0,177
11.07.2018 04:00 - 11.07.2018 05:00,0,108
11.07.2018 05:00 - 11.07.2018 06:00,0,145
11.07.2018 06:00 - 11.07.2018 07:00,0,73
11.07.2018 07:00 - 11.07.2018 08:00,0,55
11.07.2018 08:00 - 11.07.2018 09:00,0,47
11.07.2018 09:00 - 11.07.2018 10:00,0,83
11.07.2018 10:00 - 11.07.2018 11:00,0,61
11.07.2018 11:00 - 11.07.2018 12:00,0,120
11.07.2018 12:00 - 11.07.2018 13:00,0,65
11.07.2018 13:00 - 11.07.2018 14:00,0,88
11.07.2018 14:00 - 11.07.2018 15:00,0,139
11.07.2018 15:00 - 11.07.2018 16:00,0,103
11.07.2018 16:00 - 11.07.2018 17:00,0,86
11.07.2018 17:00 - 11.07.2018 18:00,0,157
11.07.2018 18:00 - 11.07.2018 19:00,0,172
11.07.2018 19:00 - 11.07.2018 20:00,0,217
11.07.2018 20:00 - 11.07.2018 21:00,0,217
11.07.2018 21:00 - 11.07.2018 22:00,0,185
11.07.2018 22:00 - 11.07.2018 23:00,7,0
11.07.2018 23:00 - 12.07.2018 00:00,46,0
12.07.2018 00:00 - 12.07.2018 01:00,5,0
12.07.2018 01:00 - 12.07.2018 02:00,0,2
12.07.2018 02:00 - 12.07.2018 03:00,0,12
12.07.2018 03:00 - 12.07.2018 04:00,98,0
12.07.2018 04:00 - 12.07.2018 05:00,113,0
12.07.2018 05:00 - 12.07.2018 06:00,0,126
12.07.2018 06:00 - 12.07.2018 07:00,0,89
12.07.2018 07:00 - 12.07.2018 08:00,0,135
12.07.2018 08:00 - 12.07.2018 09:00,0,23
12.07.2018 09:00 - 12.07.2018 10:00,0,125
12.07.2018 10:00 - 12.07.2018 11:00,0,62
12.07.2018 11:00 - 12.07.2018 12:00,0,57
12.07.2018 12:00 - 12.07.2018 13:00,0,47
12.07.2018 13:00 - 12.07.2018 14:00,0,137
12.07.2018 14:00 - 12.07.2018 15:00,0,143
12.07.2018 15:00 - 12.07.2018 16:00,0,91
12.07.2018 16:00 - 12.07.2018 17:00,0,114
12.07.2018 17:00 - 12.07.2018 18:00,0,180
12.07.2018 18:00 - 12.07.2018 19:00,0,175
12.07.2018 19:00 - 12.07.2018 20:00,0,160
12.07.2018 20:00 - 12.07.2018 21:00,0,163
12.07.2018 21:00 - 12.07.2018 22:00,0,112
12.07.2018 22:00 - 12.07.2018 23:00,0,42
12.07.2018 23:00 - 13.07.2018 00:00,37,0
13.07.2018 00:00 - 13.07.2018 01:00,20,0
13.07.2018 01:00 - 13.07.2018 02:00,0,40
13.07.2018 02:00 - 13.07.2018 03:00,0,34
13.07.2018 03:00 - 13.07.2018 04:00,0,65
13.07.2018 04:00 - 13.07.2018 05:00,0,131
13.07.2018 05:00 - 13.07.2018 06:00,0,156
13.07.2018 06:00 - 13.07.2018 07:00,0,56
13.07.2018 07:00 - 13.07.2018 08:00,0,58
13.07.2018 08:00 - 13.07.2018 09:00,0,94
13.07.2018 09:00 - 13.07.2018 10:00,0,79
13.07.2018 10:00 - 13.07.2018 11:00,0,66
13.07.2018 11:00 - 13.07.2018 12:00,0,79
13.07.2018 12:00 - 13.07.2018 13:00,0,65
13.07.2018 13:00 - 13.07.2018 14:00,0,141
13.07.2018 14:00 - 13.07.2018 15:00,0,173
13.07.2018 15:00 - 13.07.2018 16:00,0,52
13.07.2018 16:00 - 13.07.2018 17:00,0,142
13.07.2018 17:00 - 13.07.2018 18:00,0,295
13.07.2018 18:00 - 13.07.2018 19:00,0,221
13.07.2018 19:00 - 13.07.2018 20:00,0,184
13.07.2018 20:00 - 13.07.2018 21:00,0,186
13.07.2018 21:00 - 13.07.2018 22:00,0,71
13.07.2018 22:00 - 13.07.2018 23:00,64,0
13.07.2018 23:00 - 14.07.2018 00:00,138,0
14.07.2018 00:00 - 14.07.2018 01:00,0,15
14.07.2018 01:00 - 14.07.2018 02:00,0,137
14.07.2018 02:00 - 14.07.2018 03:00,0,112
14.07.2018 03:00 - 14.07.2018 04:00,0,160
14.07.2018 04:00 - 14.07.2018 05:00,0,96
14.07.2018 05:00 - 14.07.2018 06:00,0,159
14.07.2018 06:00 - 14.07.2018 07:00,0,179
14.07.2018 07:00 - 14.07.2018 08:00,0,150
14.07.2018 08:00 - 14.07.2018 09:00,0,130
14.07.2018 09:00 - 14.07.2018 10:00,0,179
14.07.2018 10:00 - 14.07.2018 11:00,0,84
14.07.2018 11:00 - 14.07.2018 12:00,0,93
14.07.2018 12:00 - 14.07.2018 13:00,0,103
14.07.2018 13:00 - 14.07.2018 14:00,0,166
14.07.2018 14:00 - 14.07.2018 15:00,0,191
14.07.2018 15:00 - 14.07.2018 16:00,0,187
14.07.2018 16:00 - 14.07.2018 17:00,0,186
14.07.2018 17:00 - 14.07.2018 18:00,0,196
14.07.2018 18:00 - 14.07.2018 19:00,0,85
14.07.2018 19:00 - 14.07.2018 20:00,0,147
14.07.2018 20:00 - 14.07.2018 21:00,0,138
14.07.2018 21:00 - 14.07.2018 22:00,0,153
14.07.2018 22:00 - 14.07.2018 23:00,0,92
14.07.2018 23:00 - 15.07.2018 00:00,0,149
15.07.2018 00:00 - 15.07.2018 01:00,0,192
15.07.2018 01:00 - 15.07.2018 02:00,0,145
15.07.2018 02:00 - 15.07.2018 03:00,0,152
15.07.2018 03:00 - 15.07.2018 04:00,0,120
15.07.2018 04:00 - 15.07.2018 05:00,0,100
15.07.2018 05:00 - 15.07.2018 06:00,0,99
15.07.2018 06:00 - 15.07.2018 07:00,0,189
15.07.2018 07:00 - 15.07.2018 08:00,0,209
15.07.2018 08:00 - 15.07.2018 09:00,0,203
15.07.2018 09:00 - 15.07.2018 10:00,0,200
15.07.2018 10:00 - 15.07.2018 11:00,0,192
15.07.2018 11:00 - 15.07.2018 12:00,0,171
15.07.2018 12:00 - 15.07.2018 13:00,0,173
15.07.2018 13:00 - 15.07.2018 14:00,0,164
15.07.2018 14:00 - 15.07.2018 15:00,0,161
15.07.2018 15:00 - 15.07.2018 16:00,0,140
15.07.2018 16:00 - 15.07.2018 17:00,0,136
15.07.2018 17:00 - 15.07.2018 18:00,0,141
15.07.2018 18:00 - 15.07.2018 19:00,0,102
15.07.2018 19:00 - 15.07.2018 20:00,0,150
15.07.2018 20:00 - 15.07.2018 21:00,0,132
15.07.2018 21:00 - 15.07.2018 22:00,0,154
15.07.2018 22:00 - 15.07.2018 23:00,0,49
15.07.2018 23:00 - 16.07.2018 00:00,0,193
16.07.2018 00:00 - 16.07.2018 01:00,0,194
16.07.2018 01:00 - 16.07.2018 02:00,0,213
16.07.2018 02:00 - 16.07.2018 03:00,0,200
16.07.2018 03:00 - 16.07.2018 04:00,0,196
16.07.2018 04:00 - 16.07.2018 05:00,0,215
16.07.2018 05:00 - 16.07.2018 06:00,0,141
16.07.2018 06:00 - 16.07.2018 07:00,0,92
16.07.2018 07:00 - 16.07.2018 08:00,0,88
16.07.2018 08:00 - 16.07.2018 09:00,0,117
16.07.2018 09:00 - 16.07.2018 10:00,0,169
16.07.2018 10:00 - 16.07.2018 11:00,0,132
16.07.2018 11:00 - 16.07.2018 12:00,0,116
16.07.2018 12:00 - 16.07.2018 13:00,0,115
16.07.2018 13:00 - 16.07.2018 14:00,0,121
16.07.2018 14:00 - 16.07.2018 15:00,0,179
16.07.2018 15:00 - 16.07.2018 16:00,0,102
16.07.2018 16:00 - 16.07.2018 17:00,0,151
16.07.2018 17:00 - 16.07.2018 18:00,0,236
16.07.2018 18:00 - 16.07.2018 19:00,0,93
16.07.2018 19:00 - 16.07.2018 20:00,0,150
16.07.2018 20:00 - 16.07.2018 21:00,0,124
16.07.2018 21:00 - 16.07.2018 22:00,0,143
16.07.2018 22:00 - 16.07.2018 23:00,0,92
16.07.2018 23:00 - 17.07.2018 00:00,0,203
17.07.2018 00:00 - 17.07.2018 01:00,0,199
17.07.2018 01:00 - 17.07.2018 02:00,0,106
17.07.2018 02:00 - 17.07.2018 03:00,0,141
17.07.2018 03:00 - 17.07.2018 04:00,0,169
17.07.2018 04:00 - 17.07.2018 05:00,0,200
17.07.2018 05:00 - 17.07.2018 06:00,0,246
17.07.2018 06:00 - 17.07.2018 07:00,0,172
17.07.2018 07:00 - 17.07.2018 08:00,0,110
17.07.2018 08:00 - 17.07.2018 09:00,0,123
17.07.2018 09:00 - 17.07.2018 10:00,0,152
17.07.2018 10:00 - 17.07.2018 11:00,0,157
17.07.2018 11:00 - 17.07.2018 12:00,0,103
17.07.2018 12:00 - 17.07.2018 13:00,0,66
17.07.2018 13:00 - 17.07.2018 14:00,0,111
17.07.2018 14:00 - 17.07.2018 15:00,0,160
17.07.2018 15:00 - 17.07.2018 16:00,0,37
17.07.2018 16:00 - 17.07.2018 17:00,0,117
17.07.2018 17:00 - 17.07.2018 18:00,0,169
17.07.2018 18:00 - 17.07.2018 19:00,0,197
17.07.2018 19:00 - 17.07.2018 20:00,0,179
17.07.2018 20:00 - 17.07.2018 21:00,0,153
17.07.2018 21:00 - 17.07.2018 22:00,0,59
17.07.2018 22:00 - 17.07.2018 23:00,0,116
17.07.2018 23:00 - 18.07.2018 00:00,0,164
18.07.2018 00:00 - 18.07.2018 01:00,0,100
18.07.2018 01:00 - 18.07.2018 02:00,0,123
18.07.2018 02:00 - 18.07.2018 03:00,0,131
18.07.2018 03:00 - 18.07.2018 04:00,0,119
18.07.2018 04:00 - 18.07.2018 05:00,0,150
18.07.2018 05:00 - 18.07.2018 06:00,0,211
18.07.2018 06:00 - 18.07.2018 07:00,0,156
18.07.2018 07:00 - 18.07.2018 08:00,0,72
18.07.2018 08:00 - 18.07.2018 09:00,0,40
18.07.2018 09:00 - 18.07.2018 10:00,0,116
18.07.2018 10:00 - 18.07.2018 11:00,0,89
18.07.2018 11:00 - 18.07.2018 12:00,0,71
18.07.2018 12:00 - 18.07.2018 13:00,0,12
18.07.2018 13:00 - 18.07.2018 14:00,0,93
18.07.2018 14:00 - 18.07.2018 15:00,0,112
18.07.2018 15:00 - 18.07.2018 16:00,0,23
18.07.2018 16:00 - 18.07.2018 17:00,0,49
18.07.2018 17:00 - 18.07.2018 18:00,0,87
18.07.2018 18:00 - 18.07.2018 19:00,0,86
18.07.2018 19:00 - 18.07.2018 20:00,0,105
18.07.2018 20:00 - 18.07.2018 21:00,0,67
18.07.2018 21:00 - 18.07.2018 22:00,0,64
18.07.2018 22:00 - 18.07.2018 23:00,0,132
18.07.2018 23:00 - 19.07.2018 00:00,0,135
19.07.2018 00:00 - 19.07.2018 01:00,0,120
19.07.2018 01:00 - 19.07.2018 02:00,0,113
19.07.2018 02:00 - 19.07.2018 03:00,0,117
19.07.2018 03:00 - 19.07.2018 04:00,0,166
19.07.2018 04:00 - 19.07.2018 05:00,0,248
19.07.2018 05:00 - 19.07.2018 06:00,0,187
19.07.2018 06:00 - 19.07.2018 07:00,0,181
19.07.2018 07:00 - 19.07.2018 08:00,0,173
19.07.2018 08:00 - 19.07.2018 09:00,0,162
19.07.2018 09:00 - 19.07.2018 10:00,0,186
19.07.2018 10:00 - 19.07.2018 11:00,0,163
19.07.2018 11:00 - 19.07.2018 12:00,0,137
19.07.2018 12:00 - 19.07.2018 13:00,0,112
19.07.2018 13:00 - 19.07.2018 14:00,0,79
19.07.2018 14:00 - 19.07.2018 15:00,0,111
19.07.2018 15:00 - 19.07.2018 16:00,0,79
19.07.2018 16:00 - 19.07.2018 17:00,0,99
19.07.2018 17:00 - 19.07.2018 18:00,0,106
19.07.2018 18:00 - 19.07.2018 19:00,0,125
19.07.2018 19:00 - 19.07.2018 20:00,0,141
19.07.2018 20:00 - 19.07.2018 21:00,0,71
19.07.2018 21:00 - 19.07.2018 22:00,29,0
19.07.2018 22:00 - 19.07.2018 23:00,0,29
19.07.2018 23:00 - 20.07.2018 00:00,0,52
20.07.2018 00:00 - 20.07.2018 01:00,0,89
20.07.2018 01:00 - 20.07.2018 02:00,0,129
20.07.2018 02:00 - 20.07.2018 03:00,0,83
20.07.2018 03:00 - 20.07.2018 04:00,0,104
20.07.2018 04:00 - 20.07.2018 05:00,0,51
20.07.2018 05:00 - 20.07.2018 06:00,0,216
20.07.2018 06:00 - 20.07.2018 07:00,0,164
20.07.2018 07:00 - 20.07.2018 08:00,0,128
20.07.2018 08:00 - 20.07.2018 09:00,0,93
20.07.2018 09:00 - 20.07.2018 10:00,0,62
20.07.2018 10:00 - 20.07.2018 11:00,0,47
20.07.2018 11:00 - 20.07.2018 12:00,0,69
20.07.2018 12:00 - 20.07.2018 13:00,0,23
20.07.2018 13:00 - 20.07.2018 14:00,0,114
20.07.2018 14:00 - 20.07.2018 15:00,0,167
20.07.2018 15:00 - 20.07.2018 16:00,0,187
20.07.2018 16:00 - 20.07.2018 17:00,0,181
20.07.2018 17:00 - 20.07.2018 18:00,0,226
20.07.2018 18:00 - 20.07.2018 19:00,0,281
20.07.2018 19:00 - 20.07.2018 20:00,0,250
20.07.2018 20:00 - 20.07.2018 21:00,0,206
20.07.2018 21:00 - 20.07.2018 22:00,0,187
20.07.2018 22:00 - 20.07.2018 23:00,0,187
20.07.2018 23:00 - 21.07.2018 00:00,0,236
21.07.2018 00:00 - 21.07.2018 01:00,0,217
21.07.2018 01:00 - 21.07.2018 02:00,0,110
21.07.2018 02:00 - 21.07.2018 03:00,0,30
21.07.2018 03:00 - 21.07.2018 04:00,0,25
21.07.2018 04:00 - 21.07.2018 05:00,5,0
21.07.2018 05:00 - 21.07.2018 06:00,0,137
21.07.2018 06:00 - 21.07.2018 07:00,0,170
21.07.2018 07:00 - 21.07.2018 08:00,0,71
21.07.2018 08:00 - 21.07.2018 09:00,0,39
21.07.2018 09:00 - 21.07.2018 10:00,17,0
21.07.2018 10:00 - 21.07.2018 11:00,72,0
21.07.2018 11:00 - 21.07.2018 12:00,78,0
21.07.2018 12:00 - 21.07.2018 13:00,55,0
21.07.2018 13:00 - 21.07.2018 14:00,60,0
21.07.2018 14:00 - 21.07.2018 15:00,0,31
21.07.2018 15:00 - 21.07.2018 16:00,0,44
21.07.2018 16:00 - 21.07.2018 17:00,0,23
21.07.2018 17:00 - 21.07.2018 18:00,0,38
21.07.2018 18:00 - 21.07.2018 19:00,0,10
21.07.2018 19:00 - 21.07.2018 20:00,0,81
21.07.2018 20:00 - 21.07.2018 21:00,0,39
21.07.2018 21:00 - 21.07.2018 22:00,11,0
21.07.2018 22:00 - 21.07.2018 23:00,0,103
21.07.2018 23:00 - 22.07.2018 00:00,0,41
22.07.2018 00:00 - 22.07.2018 01:00,0,74
22.07.2018 01:00 - 22.07.2018 02:00,0,70
22.07.2018 02:00 - 22.07.2018 03:00,0,26
22.07.2018 03:00 - 22.07.2018 04:00,0,63
22.07.2018 04:00 - 22.07.2018 05:00,0,111
22.07.2018 05:00 - 22.07.2018 06:00,0,112
22.07.2018 06:00 - 22.07.2018 07:00,0,230
22.07.2018 07:00 - 22.07.2018 08:00,0,216
22.07.2018 08:00 - 22.07.2018 09:00,0,228
22.07.2018 09:00 - 22.07.2018 10:00,0,231
22.07.2018 10:00 - 22.07.2018 11:00,0,216
22.07.2018 11:00 - 22.07.2018 12:00,0,152
22.07.2018 12:00 - 22.07.2018 13:00,0,201
22.07.2018 13:00 - 22.07.2018 14:00,0,204
22.07.2018 14:00 - 22.07.2018 15:00,0,121
22.07.2018 15:00 - 22.07.2018 16:00,0,125
22.07.2018 16:00 - 22.07.2018 17:00,0,96
22.07.2018 17:00 - 22.07.2018 18:00,0,181
22.07.2018 18:00 - 22.07.2018 19:00,0,175
22.07.2018 19:00 - 22.07.2018 20:00,0,217
22.07.2018 20:00 - 22.07.2018 21:00,0,127
22.07.2018 21:00 - 22.07.2018 22:00,0,110
22.07.2018 22:00 - 22.07.2018 23:00,0,205
22.07.2018 23:00 - 23.07.2018 00:00,0,138
23.07.2018 00:00 - 23.07.2018 01:00,0,134
23.07.2018 01:00 - 23.07.2018 02:00,0,150
23.07.2018 02:00 - 23.07.2018 03:00,0,123
23.07.2018 03:00 - 23.07.2018 04:00,0,149
23.07.2018 04:00 - 23.07.2018 05:00,0,156
23.07.2018 05:00 - 23.07.2018 06:00,0,132
23.07.2018 06:00 - 23.07.2018 07:00,0,172
23.07.2018 07:00 - 23.07.2018 08:00,0,147
23.07.2018 08:00 - 23.07.2018 09:00,0,202
23.07.2018 09:00 - 23.07.2018 10:00,0,233
23.07.2018 10:00 - 23.07.2018 11:00,0,217
23.07.2018 11:00 - 23.07.2018 12:00,0,221
23.07.2018 12:00 - 23.07.2018 13:00,0,168
23.07.2018 13:00 - 23.07.2018 14:00,0,156
23.07.2018 14:00 - 23.07.2018 15:00,0,92
23.07.2018 15:00 - 23.07.2018 16:00,0,109
23.07.2018 16:00 - 23.07.2018 17:00,0,69
23.07.2018 17:00 - 23.07.2018 18:00,0,11
23.07.2018 18:00 - 23.07.2018 19:00,14,0
23.07.2018 19:00 - 23.07.2018 20:00,0,15
23.07.2018 20:00 - 23.07.2018 21:00,98,0
23.07.2018 21:00 - 23.07.2018 22:00,78,0
23.07.2018 22:00 - 23.07.2018 23:00,0,1
23.07.2018 23:00 - 24.07.2018 00:00,0,59
24.07.2018 00:00 - 24.07.2018 01:00,0,84
24.07.2018 01:00 - 24.07.2018 02:00,0,51
24.07.2018 02:00 - 24.07.2018 03:00,0,14
24.07.2018 03:00 - 24.07.2018 04:00,49,0
24.07.2018 04:00 - 24.07.2018 05:00,0,23
24.07.2018 05:00 - 24.07.2018 06:00,0,53
24.07.2018 06:00 - 24.07.2018 07:00,0,0
24.07.2018 07:00 - 24.07.2018 08:00,0,3
24.07.2018 08:00 - 24.07.2018 09:00,35,0
24.07.2018 09:00 - 24.07.2018 10:00,0,37
24.07.2018 10:00 - 24.07.2018 11:00,0,54
24.07.2018 11:00 - 24.07.2018 12:00,0,64
24.07.2018 12:00 - 24.07.2018 13:00,0,1
24.07.2018 13:00 - 24.07.2018 14:00,0,49
24.07.2018 14:00 - 24.07.2018 15:00,0,135
24.07.2018 15:00 - 24.07.2018 16:00,0,139
24.07.2018 16:00 - 24.07.2018 17:00,0,108
24.07.2018 17:00 - 24.07.2018 18:00,0,46
24.07.2018 18:00 - 24.07.2018 19:00,7,0
24.07.2018 19:00 - 24.07.2018 20:00,36,0
24.07.2018 20:00 - 24.07.2018 21:00,109,0
24.07.2018 21:00 - 24.07.2018 22:00,92,0
24.07.2018 22:00 - 24.07.2018 23:00,0,1
24.07.2018 23:00 - 25.07.2018 00:00,15,0
25.07.2018 00:00 - 25.07.2018 01:00,3,0
25.07.2018 01:00 - 25.07.2018 02:00,0,20
25.07.2018 02:00 - 25.07.2018 03:00,0,49
25.07.2018 03:00 - 25.07.2018 04:00,0,40
25.07.2018 04:00 - 25.07.2018 05:00,0,95
25.07.2018 05:00 - 25.07.2018 06:00,0,85
25.07.2018 06:00 - 25.07.2018 07:00,0,17
25.07.2018 07:00 - 25.07.2018 08:00,0,47
25.07.2018 08:00 - 25.07.2018 09:00,0,81
25.07.2018 09:00 - 25.07.2018 10:00,0,89
25.07.2018 10:00 - 25.07.2018 11:00,0,90
25.07.2018 11:00 - 25.07.2018 12:00,0,110
25.07.2018 12:00 - 25.07.2018 13:00,0,58
25.07.2018 13:00 - 25.07.2018 14:00,0,99
25.07.2018 14:00 - 25.07.2018 15:00,0,120
25.07.2018 15:00 - 25.07.2018 16:00,0,50
25.07.2018 16:00 - 25.07.2018 17:00,15,0
25.07.2018 17:00 - 25.07.2018 18:00,0,4
25.07.2018 18:00 - 25.07.2018 19:00,0,8
25.07.2018 19:00 - 25.07.2018 20:00,2,0
25.07.2018 20:00 - 25.07.2018 21:00,62,0
25.07.2018 21:00 - 25.07.2018 22:00,39,0
25.07.2018 22:00 - 25.07.2018 23:00,0,3
25.07.2018 23:00 - 26.07.2018 00:00,0,75
26.07.2018 00:00 - 26.07.2018 01:00,0,68
26.07.2018 01:00 - 26.07.2018 02:00,0,39
26.07.2018 02:00 - 26.07.2018 03:00,0,7
26.07.2018 03:00 - 26.07.2018 04:00,0,38
26.07.2018 04:00 - 26.07.2018 05:00,0,60
26.07.2018 05:00 - 26.07.2018 06:00,0,118
26.07.2018 06:00 - 26.07.2018 07:00,0,106
26.07.2018 07:00 - 26.07.2018 08:00,0,74
26.07.2018 08:00 - 26.07.2018 09:00,0,40
26.07.2018 09:00 - 26.07.2018 10:00,0,85
26.07.2018 10:00 - 26.07.2018 11:00,0,82
26.07.2018 11:00 - 26.07.2018 12:00,0,58
26.07.2018 12:00 - 26.07.2018 13:00,0,65
26.07.2018 13:00 - 26.07.2018 14:00,0,105
26.07.2018 14:00 - 26.07.2018 15:00,0,16
26.07.2018 15:00 - 26.07.2018 16:00,0,52
26.07.2018 16:00 - 26.07.2018 17:00,0,21
26.07.2018 17:00 - 26.07.2018 18:00,0,55
26.07.2018 18:00 - 26.07.2018 19:00,0,61
26.07.2018 19:00 - 26.07.2018 20:00,0,16
26.07.2018 20:00 - 26.07.2018 21:00,6,0
26.07.2018 21:00 - 26.07.2018 22:00,0,47
26.07.2018 22:00 - 26.07.2018 23:00,0,5
26.07.2018 23:00 - 27.07.2018 00:00,26,0
27.07.2018 00:00 - 27.07.2018 01:00,51,0
27.07.2018 01:00 - 27.07.2018 02:00,24,0
27.07.2018 02:00 - 27.07.2018 03:00,37,0
27.07.2018 03:00 - 27.07.2018 04:00,24,0
27.07.2018 04:00 - 27.07.2018 05:00,0,115
27.07.2018 05:00 - 27.07.2018 06:00,0,29
27.07.2018 06:00 - 27.07.2018 07:00,0,27
27.07.2018 07:00 - 27.07.2018 08:00,26,0
27.07.2018 08:00 - 27.07.2018 09:00,3,0
27.07.2018 09:00 - 27.07.2018 10:00,0,15
27.07.2018 10:00 - 27.07.2018 11:00,20,0
27.07.2018 11:00 - 27.07.2018 12:00,0,7
27.07.2018 12:00 - 27.07.2018 13:00,24,0
27.07.2018 13:00 - 27.07.2018 14:00,0,28
27.07.2018 14:00 - 27.07.2018 15:00,0,51
27.07.2018 15:00 - 27.07.2018 16:00,0,76
27.07.2018 16:00 - 27.07.2018 17:00,0,92
27.07.2018 17:00 - 27.07.2018 18:00,0,46
27.07.2018 18:00 - 27.07.2018 19:00,0,47
27.07.2018 19:00 - 27.07.2018 20:00,7,0
27.07.2018 20:00 - 27.07.2018 21:00,0,54
27.07.2018 21:00 - 27.07.2018 22:00,0,175
27.07.2018 22:00 - 27.07.2018 23:00,0,120
27.07.2018 23:00 - 28.07.2018 00:00,0,168
28.07.2018 00:00 - 28.07.2018 01:00,0,170
28.07.2018 01:00 - 28.07.2018 02:00,0,133
28.07.2018 02:00 - 28.07.2018 03:00,0,124
28.07.2018 03:00 - 28.07.2018 04:00,0,137
28.07.2018 04:00 - 28.07.2018 05:00,0,84
28.07.2018 05:00 - 28.07.2018 06:00,0,222
28.07.2018 06:00 - 28.07.2018 07:00,0,229
28.07.2018 07:00 - 28.07.2018 08:00,0,123
28.07.2018 08:00 - 28.07.2018 09:00,0,58
28.07.2018 09:00 - 28.07.2018 10:00,10,0
28.07.2018 10:00 - 28.07.2018 11:00,32,0
28.07.2018 11:00 - 28.07.2018 12:00,30,0
28.07.2018 12:00 - 28.07.2018 13:00,24,0
28.07.2018 13:00 - 28.07.2018 14:00,0,77
28.07.2018 14:00 - 28.07.2018 15:00,0,183
28.07.2018 15:00 - 28.07.2018 16:00,0,215
28.07.2018 16:00 - 28.07.2018 17:00,0,190
28.07.2018 17:00 - 28.07.2018 18:00,0,206
28.07.2018 18:00 - 28.07.2018 19:00,0,220
28.07.2018 19:00 - 28.07.2018 20:00,0,225
28.07.2018 20:00 - 28.07.2018 21:00,0,248
28.07.2018 21:00 - 28.07.2018 22:00,0,141
28.07.2018 22:00 - 28.07.2018 23:00,0,131
28.07.2018 23:00 - 29.07.2018 00:00,0,199
29.07.2018 00:00 - 29.07.2018 01:00,0,239
29.07.2018 01:00 - 29.07.2018 02:00,0,203
29.07.2018 02:00 - 29.07.2018 03:00,0,147
29.07.2018 03:00 - 29.07.2018 04:00,0,97
29.07.2018 04:00 - 29.07.2018 05:00,0,207
29.07.2018 05:00 - 29.07.2018 06:00,0,269
29.07.2018 06:00 - 29.07.2018 07:00,0,273
29.07.2018 07:00 - 29.07.2018 08:00,0,240
29.07.2018 08:00 - 29.07.2018 09:00,0,224
29.07.2018 09:00 - 29.07.2018 10:00,0,158
29.07.2018 10:00 - 29.07.2018 11:00,0,160
29.07.2018 11:00 - 29.07.2018 12:00,0,160
29.07.2018 12:00 - 29.07.2018 13:00,0,201
29.07.2018 13:00 - 29.07.2018 14:00,0,205
29.07.2018 14:00 - 29.07.2018 15:00,0,202
29.07.2018 15:00 - 29.07.2018 16:00,0,213
29.07.2018 16:00 - 29.07.2018 17:00,0,185
29.07.2018 17:00 - 29.07.2018 18:00,0,168
29.07.2018 18:00 - 29.07.2018 19:00,0,102
29.07.2018 19:00 - 29.07.2018 20:00,0,150
29.07.2018 20:00 - 29.07.2018 21:00,0,137
29.07.2018 21:00 - 29.07.2018 22:00,0,133
29.07.2018 22:00 - 29.07.2018 23:00,0,167
29.07.2018 23:00 - 30.07.2018 00:00,0,158
30.07.2018 00:00 - 30.07.2018 01:00,0,245
30.07.2018 01:00 - 30.07.2018 02:00,0,242
30.07.2018 02:00 - 30.07.2018 03:00,0,227
30.07.2018 03:00 - 30.07.2018 04:00,0,173
30.07.2018 04:00 - 30.07.2018 05:00,0,240
30.07.2018 05:00 - 30.07.2018 06:00,0,256
30.07.2018 06:00 - 30.07.2018 07:00,0,228
30.07.2018 07:00 - 30.07.2018 08:00,0,266
30.07.2018 08:00 - 30.07.2018 09:00,0,289
30.07.2018 09:00 - 30.07.2018 10:00,0,285
30.07.2018 10:00 - 30.07.2018 11:00,0,247
30.07.2018 11:00 - 30.07.2018 12:00,0,243
30.07.2018 12:00 - 30.07.2018 13:00,0,236
30.07.2018 13:00 - 30.07.2018 14:00,0,241
30.07.2018 14:00 - 30.07.2018 15:00,0,239
30.07.2018 15:00 - 30.07.2018 16:00,0,134
30.07.2018 16:00 - 30.07.2018 17:00,0,136
30.07.2018 17:00 - 30.07.2018 18:00,0,154
30.07.2018 18:00 - 30.07.2018 19:00,0,185
30.07.2018 19:00 - 30.07.2018 20:00,0,147
30.07.2018 20:00 - 30.07.2018 21:00,0,93
30.07.2018 21:00 - 30.07.2018 22:00,0,28
30.07.2018 22:00 - 30.07.2018 23:00,0,118
30.07.2018 23:00 - 31.07.2018 00:00,0,113
31.07.2018 00:00 - 31.07.2018 01:00,0,94
31.07.2018 01:00 - 31.07.2018 02:00,0,55
31.07.2018 02:00 - 31.07.2018 03:00,0,43
