Time (WET),Albania (AL) > Greece (GR) [MW],Greece (GR) > Albania (AL) [MW]
21.07.2018 06:00 - 21.07.2018 07:00,0,42
21.07.2018 07:00 - 21.07.2018 08:00,0,74
21.07.2018 08:00 - 21.07.2018 09:00,0,66
21.07.2018 09:00 - 21.07.2018 10:00,0,58
21.07.2018 10:00 - 21.07.2018 11:00,0,63
21.07.2018 11:00 - 21.07.2018 12:00,0,39
21.07.2018 12:00 - 21.07.2018 13:00,0,48
21.07.2018 13:00 - 21.07.2018 14:00,0,41
21.07.2018 14:00 - 21.07.2018 15:00,0,30
21.07.2018 15:00 - 21.07.2018 16:00,0,45
21.07.2018 16:00 - 21.07.2018 17:00,0,71
21.07.2018 17:00 - 21.07.2018 18:00,0,58
21.07.2018 18:00 - 21.07.2018 19:00,0,32
21.07.2018 19:00 - 21.07.2018 20:00,0,31
21.07.2018 20:00 - 21.07.2018 21:00,0,36
21.07.2018 21:00 - 21.07.2018 22:00,0,44
21.07.2018 22:00 - 21.07.2018 23:00,0,71
21.07.2018 23:00 - 22.07.2018 00:00,0,54
22.07.2018 00:00 - 22.07.2018 01:00,0,49
22.07.2018 01:00 - 22.07.2018 02:00,0,68
22.07.2018 02:00 - 22.07.2018 03:00,0,76
22.07.2018 03:00 - 22.07.2018 04:00,0,77
22.07.2018 04:00 - 22.07.2018 05:00,0,65
22.07.2018 05:00 - 22.07.2018 06:00,0,20
22.07.2018 06:00 - 22.07.2018 07:00,0,15
22.07.2018 07:00 - 22.07.2018 08:00,0,50
22.07.2018 08:00 - 22.07.2018 09:00,0,28
22.07.2018 09:00 - 22.07.2018 10:00,0,35
22.07.2018 10:00 - 22.07.2018 11:00,0,51
22.07.2018 11:00 - 22.07.2018 12:00,0,91
22.07.2018 12:00 - 22.07.2018 13:00,0,77
22.07.2018 13:00 - 22.07.2018 14:00,0,66
22.07.2018 14:00 - 22.07.2018 15:00,0,84
22.07.2018 15:00 - 22.07.2018 16:00,0,65
22.07.2018 16:00 - 22.07.2018 17:00,0,77
22.07.2018 17:00 - 22.07.2018 18:00,0,79
22.07.2018 18:00 - 22.07.2018 19:00,0,51
22.07.2018 19:00 - 22.07.2018 20:00,0,35
22.07.2018 20:00 - 22.07.2018 21:00,0,62
22.07.2018 21:00 - 22.07.2018 22:00,0,61
22.07.2018 22:00 - 22.07.2018 23:00,0,107
22.07.2018 23:00 - 23.07.2018 00:00,0,61
23.07.2018 00:00 - 23.07.2018 01:00,0,59
23.07.2018 01:00 - 23.07.2018 02:00,0,77
23.07.2018 02:00 - 23.07.2018 03:00,0,61
23.07.2018 03:00 - 23.07.2018 04:00,0,65
23.07.2018 04:00 - 23.07.2018 05:00,0,86
23.07.2018 05:00 - 23.07.2018 06:00,0,34
23.07.2018 06:00 - 23.07.2018 07:00,0,58
23.07.2018 07:00 - 23.07.2018 08:00,0,85
23.07.2018 08:00 - 23.07.2018 09:00,0,70
23.07.2018 09:00 - 23.07.2018 10:00,0,64
23.07.2018 10:00 - 23.07.2018 11:00,0,85
23.07.2018 11:00 - 23.07.2018 12:00,0,98
23.07.2018 12:00 - 23.07.2018 13:00,0,94
23.07.2018 13:00 - 23.07.2018 14:00,0,86
23.07.2018 14:00 - 23.07.2018 15:00,0,19
23.07.2018 15:00 - 23.07.2018 16:00,58,0
23.07.2018 16:00 - 23.07.2018 17:00,47,0
23.07.2018 17:00 - 23.07.2018 18:00,88,0
23.07.2018 18:00 - 23.07.2018 19:00,95,0
23.07.2018 19:00 - 23.07.2018 20:00,95,0
23.07.2018 20:00 - 23.07.2018 21:00,67,0
23.07.2018 21:00 - 23.07.2018 22:00,51,0
23.07.2018 22:00 - 23.07.2018 23:00,36,0
23.07.2018 23:00 - 24.07.2018 00:00,2,0
24.07.2018 00:00 - 24.07.2018 01:00,21,0
24.07.2018 01:00 - 24.07.2018 02:00,10,0
24.07.2018 02:00 - 24.07.2018 03:00,22,0
24.07.2018 03:00 - 24.07.2018 04:00,18,0
24.07.2018 04:00 - 24.07.2018 05:00,0,13
24.07.2018 05:00 - 24.07.2018 06:00,51,0
24.07.2018 06:00 - 24.07.2018 07:00,67,0
24.07.2018 07:00 - 24.07.2018 08:00,58,0
24.07.2018 08:00 - 24.07.2018 09:00,32,0
24.07.2018 09:00 - 24.07.2018 10:00,22,0
24.07.2018 10:00 - 24.07.2018 11:00,27,0
24.07.2018 11:00 - 24.07.2018 12:00,17,0
24.07.2018 12:00 - 24.07.2018 13:00,14,0
24.07.2018 13:00 - 24.07.2018 14:00,41,0
24.07.2018 14:00 - 24.07.2018 15:00,49,0
24.07.2018 15:00 - 24.07.2018 16:00,72,0
24.07.2018 16:00 - 24.07.2018 17:00,74,0
24.07.2018 17:00 - 24.07.2018 18:00,77,0
24.07.2018 18:00 - 24.07.2018 19:00,90,0
24.07.2018 19:00 - 24.07.2018 20:00,91,0
24.07.2018 20:00 - 24.07.2018 21:00,73,0
24.07.2018 21:00 - 24.07.2018 22:00,53,0
24.07.2018 22:00 - 24.07.2018 23:00,0,1
24.07.2018 23:00 - 25.07.2018 00:00,0,11
25.07.2018 00:00 - 25.07.2018 01:00,2,0
25.07.2018 01:00 - 25.07.2018 02:00,0,4
25.07.2018 02:00 - 25.07.2018 03:00,0,4
25.07.2018 03:00 - 25.07.2018 04:00,0,10
25.07.2018 04:00 - 25.07.2018 05:00,0,21
25.07.2018 05:00 - 25.07.2018 06:00,31,0
25.07.2018 06:00 - 25.07.2018 07:00,40,0
25.07.2018 07:00 - 25.07.2018 08:00,29,0
25.07.2018 08:00 - 25.07.2018 09:00,44,0
25.07.2018 09:00 - 25.07.2018 10:00,64,0
25.07.2018 10:00 - 25.07.2018 11:00,1,0
25.07.2018 11:00 - 25.07.2018 12:00,9,0
25.07.2018 12:00 - 25.07.2018 13:00,5,0
25.07.2018 13:00 - 25.07.2018 14:00,19,0
25.07.2018 14:00 - 25.07.2018 15:00,68,0
25.07.2018 15:00 - 25.07.2018 16:00,80,0
25.07.2018 16:00 - 25.07.2018 17:00,80,0
25.07.2018 17:00 - 25.07.2018 18:00,45,0
25.07.2018 18:00 - 25.07.2018 19:00,49,0
25.07.2018 19:00 - 25.07.2018 20:00,38,0
25.07.2018 20:00 - 25.07.2018 21:00,21,0
25.07.2018 21:00 - 25.07.2018 22:00,19,0
25.07.2018 22:00 - 25.07.2018 23:00,0,28
25.07.2018 23:00 - 26.07.2018 00:00,0,14
26.07.2018 00:00 - 26.07.2018 01:00,5,0
26.07.2018 01:00 - 26.07.2018 02:00,19,0
26.07.2018 02:00 - 26.07.2018 03:00,22,0
26.07.2018 03:00 - 26.07.2018 04:00,0,3
26.07.2018 04:00 - 26.07.2018 05:00,9,0
26.07.2018 05:00 - 26.07.2018 06:00,45,0
26.07.2018 06:00 - 26.07.2018 07:00,75,0
26.07.2018 07:00 - 26.07.2018 08:00,46,0
26.07.2018 08:00 - 26.07.2018 09:00,31,0
26.07.2018 09:00 - 26.07.2018 10:00,0,8
26.07.2018 10:00 - 26.07.2018 11:00,0,5
26.07.2018 11:00 - 26.07.2018 12:00,0,7
26.07.2018 12:00 - 26.07.2018 13:00,2,0
26.07.2018 13:00 - 26.07.2018 14:00,25,0
26.07.2018 14:00 - 26.07.2018 15:00,33,0
26.07.2018 15:00 - 26.07.2018 16:00,59,0
26.07.2018 16:00 - 26.07.2018 17:00,81,0
26.07.2018 17:00 - 26.07.2018 18:00,91,0
26.07.2018 18:00 - 26.07.2018 19:00,100,0
26.07.2018 19:00 - 26.07.2018 20:00,84,0
26.07.2018 20:00 - 26.07.2018 21:00,35,0
26.07.2018 21:00 - 26.07.2018 22:00,3,0
26.07.2018 22:00 - 26.07.2018 23:00,0,8
26.07.2018 23:00 - 27.07.2018 00:00,0,14
27.07.2018 00:00 - 27.07.2018 01:00,0,17
27.07.2018 01:00 - 27.07.2018 02:00,0,13
27.07.2018 02:00 - 27.07.2018 03:00,0,4
27.07.2018 03:00 - 27.07.2018 04:00,0,11
27.07.2018 04:00 - 27.07.2018 05:00,0,24
27.07.2018 05:00 - 27.07.2018 06:00,29,0
27.07.2018 06:00 - 27.07.2018 07:00,61,0
27.07.2018 07:00 - 27.07.2018 08:00,55,0
27.07.2018 08:00 - 27.07.2018 09:00,52,0
27.07.2018 09:00 - 27.07.2018 10:00,59,0
27.07.2018 10:00 - 27.07.2018 11:00,39,0
27.07.2018 11:00 - 27.07.2018 12:00,9,0
27.07.2018 12:00 - 27.07.2018 13:00,31,0
27.07.2018 13:00 - 27.07.2018 14:00,52,0
27.07.2018 14:00 - 27.07.2018 15:00,75,0
27.07.2018 15:00 - 27.07.2018 16:00,76,0
27.07.2018 16:00 - 27.07.2018 17:00,63,0
27.07.2018 17:00 - 27.07.2018 18:00,63,0
27.07.2018 18:00 - 27.07.2018 19:00,95,0
27.07.2018 19:00 - 27.07.2018 20:00,73,0
27.07.2018 20:00 - 27.07.2018 21:00,68,0
27.07.2018 21:00 - 27.07.2018 22:00,16,0
27.07.2018 22:00 - 27.07.2018 23:00,0,21
27.07.2018 23:00 - 28.07.2018 00:00,0,36
28.07.2018 00:00 - 28.07.2018 01:00,0,21
28.07.2018 01:00 - 28.07.2018 02:00,0,27
28.07.2018 02:00 - 28.07.2018 03:00,0,11
28.07.2018 03:00 - 28.07.2018 04:00,0,15
28.07.2018 04:00 - 28.07.2018 05:00,0,42
28.07.2018 05:00 - 28.07.2018 06:00,0,5
28.07.2018 06:00 - 28.07.2018 07:00,0,11
28.07.2018 07:00 - 28.07.2018 08:00,0,38
28.07.2018 08:00 - 28.07.2018 09:00,0,50
28.07.2018 09:00 - 28.07.2018 10:00,0,37
28.07.2018 10:00 - 28.07.2018 11:00,0,30
28.07.2018 11:00 - 28.07.2018 12:00,0,29
28.07.2018 12:00 - 28.07.2018 13:00,0,33
28.07.2018 13:00 - 28.07.2018 14:00,0,42
28.07.2018 14:00 - 28.07.2018 15:00,0,44
28.07.2018 15:00 - 28.07.2018 16:00,0,31
28.07.2018 16:00 - 28.07.2018 17:00,0,37
28.07.2018 17:00 - 28.07.2018 18:00,0,7
28.07.2018 18:00 - 28.07.2018 19:00,7,0
28.07.2018 19:00 - 28.07.2018 20:00,0,1
28.07.2018 20:00 - 28.07.2018 21:00,0,11
28.07.2018 21:00 - 28.07.2018 22:00,0,22
28.07.2018 22:00 - 28.07.2018 23:00,0,33
28.07.2018 23:00 - 29.07.2018 00:00,0,8
29.07.2018 00:00 - 29.07.2018 01:00,0,11
29.07.2018 01:00 - 29.07.2018 02:00,0,37
29.07.2018 02:00 - 29.07.2018 03:00,0,32
29.07.2018 03:00 - 29.07.2018 04:00,0,15
29.07.2018 04:00 - 29.07.2018 05:00,0,36
29.07.2018 05:00 - 29.07.2018 06:00,0,15
29.07.2018 06:00 - 29.07.2018 07:00,0,28
29.07.2018 07:00 - 29.07.2018 08:00,0,31
29.07.2018 08:00 - 29.07.2018 09:00,0,42
29.07.2018 09:00 - 29.07.2018 10:00,0,21
29.07.2018 10:00 - 29.07.2018 11:00,0,23
29.07.2018 11:00 - 29.07.2018 12:00,0,56
29.07.2018 12:00 - 29.07.2018 13:00,0,61
29.07.2018 13:00 - 29.07.2018 14:00,0,75
29.07.2018 14:00 - 29.07.2018 15:00,0,68
29.07.2018 15:00 - 29.07.2018 16:00,0,76
29.07.2018 16:00 - 29.07.2018 17:00,0,73
29.07.2018 17:00 - 29.07.2018 18:00,0,47
29.07.2018 18:00 - 29.07.2018 19:00,0,36
29.07.2018 19:00 - 29.07.2018 20:00,0,20
29.07.2018 20:00 - 29.07.2018 21:00,0,49
29.07.2018 21:00 - 29.07.2018 22:00,0,65
29.07.2018 22:00 - 29.07.2018 23:00,0,63
29.07.2018 23:00 - 30.07.2018 00:00,0,27
30.07.2018 00:00 - 30.07.2018 01:00,0,38
30.07.2018 01:00 - 30.07.2018 02:00,0,23
30.07.2018 02:00 - 30.07.2018 03:00,0,37
30.07.2018 03:00 - 30.07.2018 04:00,0,36
30.07.2018 04:00 - 30.07.2018 05:00,0,57
30.07.2018 05:00 - 30.07.2018 06:00,22,0
30.07.2018 06:00 - 30.07.2018 07:00,44,0
30.07.2018 07:00 - 30.07.2018 08:00,0,18
30.07.2018 08:00 - 30.07.2018 09:00,0,71
30.07.2018 09:00 - 30.07.2018 10:00,0,99
30.07.2018 10:00 - 30.07.2018 11:00,0,114
30.07.2018 11:00 - 30.07.2018 12:00,0,129
30.07.2018 12:00 - 30.07.2018 13:00,0,131
30.07.2018 13:00 - 30.07.2018 14:00,0,104
30.07.2018 14:00 - 30.07.2018 15:00,0,87
30.07.2018 15:00 - 30.07.2018 16:00,0,82
30.07.2018 16:00 - 30.07.2018 17:00,26,0
30.07.2018 17:00 - 30.07.2018 18:00,30,0
30.07.2018 18:00 - 30.07.2018 19:00,43,0
30.07.2018 19:00 - 30.07.2018 20:00,39,0
30.07.2018 20:00 - 30.07.2018 21:00,34,0
30.07.2018 21:00 - 30.07.2018 22:00,0,12
30.07.2018 22:00 - 30.07.2018 23:00,0,19
30.07.2018 23:00 - 31.07.2018 00:00,0,40
31.07.2018 00:00 - 31.07.2018 01:00,0,42
31.07.2018 01:00 - 31.07.2018 02:00,0,25
31.07.2018 02:00 - 31.07.2018 03:00,0,28
31.07.2018 03:00 - 31.07.2018 04:00,0,27
31.07.2018 04:00 - 31.07.2018 05:00,0,39
31.07.2018 05:00 - 31.07.2018 06:00,12,0
31.07.2018 06:00 - 31.07.2018 07:00,42,0
31.07.2018 07:00 - 31.07.2018 08:00,2,0
31.07.2018 08:00 - 31.07.2018 09:00,24,0
31.07.2018 09:00 - 31.07.2018 10:00,0,4
31.07.2018 10:00 - 31.07.2018 11:00,0,36
31.07.2018 11:00 - 31.07.2018 12:00,0,146
31.07.2018 12:00 - 31.07.2018 13:00,0,160
31.07.2018 13:00 - 31.07.2018 14:00,0,123
31.07.2018 14:00 - 31.07.2018 15:00,0,32
31.07.2018 15:00 - 31.07.2018 16:00,33,0
31.07.2018 16:00 - 31.07.2018 17:00,51,0
31.07.2018 17:00 - 31.07.2018 18:00,61,0
31.07.2018 18:00 - 31.07.2018 19:00,57,0
31.07.2018 19:00 - 31.07.2018 20:00,20,0
31.07.2018 20:00 - 31.07.2018 21:00,16,0
31.07.2018 21:00 - 31.07.2018 22:00,0,24
31.07.2018 22:00 - 31.07.2018 23:00,0,57
31.07.2018 23:00 - 01.08.2018 00:00,0,46
01.08.2018 00:00 - 01.08.2018 01:00,0,32
01.08.2018 01:00 - 01.08.2018 02:00,0,46
01.08.2018 02:00 - 01.08.2018 03:00,0,29
01.08.2018 03:00 - 01.08.2018 04:00,0,24
01.08.2018 04:00 - 01.08.2018 05:00,0,71
01.08.2018 05:00 - 01.08.2018 06:00,0,27
01.08.2018 06:00 - 01.08.2018 07:00,0,31
01.08.2018 07:00 - 01.08.2018 08:00,0,82
01.08.2018 08:00 - 01.08.2018 09:00,0,70
01.08.2018 09:00 - 01.08.2018 10:00,0,116
01.08.2018 10:00 - 01.08.2018 11:00,0,188
01.08.2018 11:00 - 01.08.2018 12:00,0,163
01.08.2018 12:00 - 01.08.2018 13:00,0,148
01.08.2018 13:00 - 01.08.2018 14:00,0,173
01.08.2018 14:00 - 01.08.2018 15:00,0,152
01.08.2018 15:00 - 01.08.2018 16:00,0,141
01.08.2018 16:00 - 01.08.2018 17:00,0,41
01.08.2018 17:00 - 01.08.2018 18:00,0,50
01.08.2018 18:00 - 01.08.2018 19:00,0,25
01.08.2018 19:00 - 01.08.2018 20:00,0,16
01.08.2018 20:00 - 01.08.2018 21:00,0,73
01.08.2018 21:00 - 01.08.2018 22:00,0,89
01.08.2018 22:00 - 01.08.2018 23:00,0,78
01.08.2018 23:00 - 02.08.2018 00:00,0,52
02.08.2018 00:00 - 02.08.2018 01:00,0,3
02.08.2018 01:00 - 02.08.2018 02:00,0,9
02.08.2018 02:00 - 02.08.2018 03:00,0,43
02.08.2018 03:00 - 02.08.2018 04:00,0,42
02.08.2018 04:00 - 02.08.2018 05:00,0,63
02.08.2018 05:00 - 02.08.2018 06:00,0,38
02.08.2018 06:00 - 02.08.2018 07:00,0,52
02.08.2018 07:00 - 02.08.2018 08:00,0,123
02.08.2018 08:00 - 02.08.2018 09:00,0,152
02.08.2018 09:00 - 02.08.2018 10:00,0,143
02.08.2018 10:00 - 02.08.2018 11:00,0,198
02.08.2018 11:00 - 02.08.2018 12:00,0,175
02.08.2018 12:00 - 02.08.2018 13:00,0,165
02.08.2018 13:00 - 02.08.2018 14:00,0,132
02.08.2018 14:00 - 02.08.2018 15:00,0,111
02.08.2018 15:00 - 02.08.2018 16:00,0,115
02.08.2018 16:00 - 02.08.2018 17:00,0,144
02.08.2018 17:00 - 02.08.2018 18:00,0,168
02.08.2018 18:00 - 02.08.2018 19:00,0,173
02.08.2018 19:00 - 02.08.2018 20:00,0,190
02.08.2018 20:00 - 02.08.2018 21:00,0,181
02.08.2018 21:00 - 02.08.2018 22:00,0,84
02.08.2018 22:00 - 02.08.2018 23:00,7,0
02.08.2018 23:00 - 03.08.2018 00:00,18,0
03.08.2018 00:00 - 03.08.2018 01:00,5,0
03.08.2018 01:00 - 03.08.2018 02:00,2,0
03.08.2018 02:00 - 03.08.2018 03:00,7,0
03.08.2018 03:00 - 03.08.2018 04:00,0,5
03.08.2018 04:00 - 03.08.2018 05:00,3,0
03.08.2018 05:00 - 03.08.2018 06:00,0,4
03.08.2018 06:00 - 03.08.2018 07:00,0,147
03.08.2018 07:00 - 03.08.2018 08:00,0,165
03.08.2018 08:00 - 03.08.2018 09:00,0,202
03.08.2018 09:00 - 03.08.2018 10:00,0,176
03.08.2018 10:00 - 03.08.2018 11:00,0,227
03.08.2018 11:00 - 03.08.2018 12:00,0,218
03.08.2018 12:00 - 03.08.2018 13:00,0,195
03.08.2018 13:00 - 03.08.2018 14:00,0,178
03.08.2018 14:00 - 03.08.2018 15:00,0,173
03.08.2018 15:00 - 03.08.2018 16:00,0,203
03.08.2018 16:00 - 03.08.2018 17:00,0,219
03.08.2018 17:00 - 03.08.2018 18:00,0,194
03.08.2018 18:00 - 03.08.2018 19:00,0,188
03.08.2018 19:00 - 03.08.2018 20:00,0,174
03.08.2018 20:00 - 03.08.2018 21:00,0,154
03.08.2018 21:00 - 03.08.2018 22:00,0,88
03.08.2018 22:00 - 03.08.2018 23:00,24,0
03.08.2018 23:00 - 04.08.2018 00:00,1,0
04.08.2018 00:00 - 04.08.2018 01:00,0,11
04.08.2018 01:00 - 04.08.2018 02:00,0,3
04.08.2018 02:00 - 04.08.2018 03:00,14,0
04.08.2018 03:00 - 04.08.2018 04:00,14,0
04.08.2018 04:00 - 04.08.2018 05:00,3,0
04.08.2018 05:00 - 04.08.2018 06:00,8,0
04.08.2018 06:00 - 04.08.2018 07:00,0,75
04.08.2018 07:00 - 04.08.2018 08:00,0,121
04.08.2018 08:00 - 04.08.2018 09:00,0,179
04.08.2018 09:00 - 04.08.2018 10:00,0,153
04.08.2018 10:00 - 04.08.2018 11:00,0,203
04.08.2018 11:00 - 04.08.2018 12:00,0,167
04.08.2018 12:00 - 04.08.2018 13:00,0,189
04.08.2018 13:00 - 04.08.2018 14:00,0,171
04.08.2018 14:00 - 04.08.2018 15:00,0,167
04.08.2018 15:00 - 04.08.2018 16:00,0,170
04.08.2018 16:00 - 04.08.2018 17:00,0,140
04.08.2018 17:00 - 04.08.2018 18:00,0,190
04.08.2018 18:00 - 04.08.2018 19:00,0,188
04.08.2018 19:00 - 04.08.2018 20:00,0,171
04.08.2018 20:00 - 04.08.2018 21:00,0,162
04.08.2018 21:00 - 04.08.2018 22:00,0,150
04.08.2018 22:00 - 04.08.2018 23:00,0,207
04.08.2018 23:00 - 05.08.2018 00:00,0,1
05.08.2018 00:00 - 05.08.2018 01:00,0,40
05.08.2018 01:00 - 05.08.2018 02:00,0,72
05.08.2018 02:00 - 05.08.2018 03:00,0,64
05.08.2018 03:00 - 05.08.2018 04:00,0,60
05.08.2018 04:00 - 05.08.2018 05:00,0,77
05.08.2018 05:00 - 05.08.2018 06:00,0,66
05.08.2018 06:00 - 05.08.2018 07:00,0,97
05.08.2018 07:00 - 05.08.2018 08:00,0,141
05.08.2018 08:00 - 05.08.2018 09:00,0,134
05.08.2018 09:00 - 05.08.2018 10:00,0,138
05.08.2018 10:00 - 05.08.2018 11:00,0,160
05.08.2018 11:00 - 05.08.2018 12:00,0,156
05.08.2018 12:00 - 05.08.2018 13:00,0,173
05.08.2018 13:00 - 05.08.2018 14:00,0,182
05.08.2018 14:00 - 05.08.2018 15:00,0,160
05.08.2018 15:00 - 05.08.2018 16:00,0,137
05.08.2018 16:00 - 05.08.2018 17:00,0,138
05.08.2018 17:00 - 05.08.2018 18:00,0,150
05.08.2018 18:00 - 05.08.2018 19:00,0,141
05.08.2018 19:00 - 05.08.2018 20:00,0,180
05.08.2018 20:00 - 05.08.2018 21:00,0,175
05.08.2018 21:00 - 05.08.2018 22:00,0,123
05.08.2018 22:00 - 05.08.2018 23:00,0,112
05.08.2018 23:00 - 06.08.2018 00:00,0,41
06.08.2018 00:00 - 06.08.2018 01:00,0,19
06.08.2018 01:00 - 06.08.2018 02:00,0,11
06.08.2018 02:00 - 06.08.2018 03:00,0,16
06.08.2018 03:00 - 06.08.2018 04:00,0,33
06.08.2018 04:00 - 06.08.2018 05:00,0,24
06.08.2018 05:00 - 06.08.2018 06:00,0,93
06.08.2018 06:00 - 06.08.2018 07:00,0,248
06.08.2018 07:00 - 06.08.2018 08:00,0,241
06.08.2018 08:00 - 06.08.2018 09:00,0,222
06.08.2018 09:00 - 06.08.2018 10:00,0,228
06.08.2018 10:00 - 06.08.2018 11:00,0,253
06.08.2018 11:00 - 06.08.2018 12:00,0,267
06.08.2018 12:00 - 06.08.2018 13:00,0,263
06.08.2018 13:00 - 06.08.2018 14:00,0,232
06.08.2018 14:00 - 06.08.2018 15:00,0,202
06.08.2018 15:00 - 06.08.2018 16:00,0,230
06.08.2018 16:00 - 06.08.2018 17:00,0,215
06.08.2018 17:00 - 06.08.2018 18:00,0,234
06.08.2018 18:00 - 06.08.2018 19:00,0,217
06.08.2018 19:00 - 06.08.2018 20:00,0,241
06.08.2018 20:00 - 06.08.2018 21:00,0,211
06.08.2018 21:00 - 06.08.2018 22:00,0,272
06.08.2018 22:00 - 06.08.2018 23:00,0,82
06.08.2018 23:00 - 07.08.2018 00:00,0,92
07.08.2018 00:00 - 07.08.2018 01:00,0,31
07.08.2018 01:00 - 07.08.2018 02:00,0,39
07.08.2018 02:00 - 07.08.2018 03:00,0,31
07.08.2018 03:00 - 07.08.2018 04:00,0,33
07.08.2018 04:00 - 07.08.2018 05:00,0,60
07.08.2018 05:00 - 07.08.2018 06:00,0,52
07.08.2018 06:00 - 07.08.2018 07:00,0,226
07.08.2018 07:00 - 07.08.2018 08:00,0,268
07.08.2018 08:00 - 07.08.2018 09:00,0,280
07.08.2018 09:00 - 07.08.2018 10:00,0,274
07.08.2018 10:00 - 07.08.2018 11:00,0,299
07.08.2018 11:00 - 07.08.2018 12:00,0,297
07.08.2018 12:00 - 07.08.2018 13:00,0,306
07.08.2018 13:00 - 07.08.2018 14:00,0,295
07.08.2018 14:00 - 07.08.2018 15:00,0,272
07.08.2018 15:00 - 07.08.2018 16:00,0,301
07.08.2018 16:00 - 07.08.2018 17:00,0,233
07.08.2018 17:00 - 07.08.2018 18:00,0,233
07.08.2018 18:00 - 07.08.2018 19:00,0,234
07.08.2018 19:00 - 07.08.2018 20:00,0,237
07.08.2018 20:00 - 07.08.2018 21:00,0,272
07.08.2018 21:00 - 07.08.2018 22:00,0,210
07.08.2018 22:00 - 07.08.2018 23:00,0,81
07.08.2018 23:00 - 08.08.2018 00:00,0,38
08.08.2018 00:00 - 08.08.2018 01:00,0,40
08.08.2018 01:00 - 08.08.2018 02:00,0,30
08.08.2018 02:00 - 08.08.2018 03:00,0,38
08.08.2018 03:00 - 08.08.2018 04:00,0,36
08.08.2018 04:00 - 08.08.2018 05:00,0,96
08.08.2018 05:00 - 08.08.2018 06:00,0,79
08.08.2018 06:00 - 08.08.2018 07:00,0,158
08.08.2018 07:00 - 08.08.2018 08:00,0,203
08.08.2018 08:00 - 08.08.2018 09:00,0,261
08.08.2018 09:00 - 08.08.2018 10:00,0,289
08.08.2018 10:00 - 08.08.2018 11:00,0,308
08.08.2018 11:00 - 08.08.2018 12:00,0,317
08.08.2018 12:00 - 08.08.2018 13:00,0,330
08.08.2018 13:00 - 08.08.2018 14:00,0,318
08.08.2018 14:00 - 08.08.2018 15:00,0,278
08.08.2018 15:00 - 08.08.2018 16:00,0,237
08.08.2018 16:00 - 08.08.2018 17:00,0,213
08.08.2018 17:00 - 08.08.2018 18:00,0,216
08.08.2018 18:00 - 08.08.2018 19:00,0,196
08.08.2018 19:00 - 08.08.2018 20:00,0,200
08.08.2018 20:00 - 08.08.2018 21:00,0,189
08.08.2018 21:00 - 08.08.2018 22:00,0,134
08.08.2018 22:00 - 08.08.2018 23:00,0,132
08.08.2018 23:00 - 09.08.2018 00:00,0,65
09.08.2018 00:00 - 09.08.2018 01:00,0,25
09.08.2018 01:00 - 09.08.2018 02:00,0,22
09.08.2018 02:00 - 09.08.2018 03:00,0,31
09.08.2018 03:00 - 09.08.2018 04:00,0,40
09.08.2018 04:00 - 09.08.2018 05:00,0,41
09.08.2018 05:00 - 09.08.2018 06:00,0,56
09.08.2018 06:00 - 09.08.2018 07:00,0,247
09.08.2018 07:00 - 09.08.2018 08:00,0,232
09.08.2018 08:00 - 09.08.2018 09:00,0,275
09.08.2018 09:00 - 09.08.2018 10:00,0,268
09.08.2018 10:00 - 09.08.2018 11:00,0,304
09.08.2018 11:00 - 09.08.2018 12:00,0,313
09.08.2018 12:00 - 09.08.2018 13:00,0,331
09.08.2018 13:00 - 09.08.2018 14:00,0,392
09.08.2018 14:00 - 09.08.2018 15:00,0,287
09.08.2018 15:00 - 09.08.2018 16:00,0,241
09.08.2018 16:00 - 09.08.2018 17:00,0,219
09.08.2018 17:00 - 09.08.2018 18:00,0,177
09.08.2018 18:00 - 09.08.2018 19:00,0,138
09.08.2018 19:00 - 09.08.2018 20:00,0,139
09.08.2018 20:00 - 09.08.2018 21:00,0,170
09.08.2018 21:00 - 09.08.2018 22:00,0,117
09.08.2018 22:00 - 09.08.2018 23:00,0,1
09.08.2018 23:00 - 10.08.2018 00:00,0,0
10.08.2018 00:00 - 10.08.2018 01:00,0,1
10.08.2018 01:00 - 10.08.2018 02:00,0,0
10.08.2018 02:00 - 10.08.2018 03:00,0,1
10.08.2018 03:00 - 10.08.2018 04:00,0,2
10.08.2018 04:00 - 10.08.2018 05:00,1,0
10.08.2018 05:00 - 10.08.2018 06:00,0,1
10.08.2018 06:00 - 10.08.2018 07:00,0,55
10.08.2018 07:00 - 10.08.2018 08:00,0,225
10.08.2018 08:00 - 10.08.2018 09:00,0,325
10.08.2018 09:00 - 10.08.2018 10:00,0,210
10.08.2018 10:00 - 10.08.2018 11:00,0,216
10.08.2018 11:00 - 10.08.2018 12:00,0,216
10.08.2018 12:00 - 10.08.2018 13:00,0,223
10.08.2018 13:00 - 10.08.2018 14:00,0,206
10.08.2018 14:00 - 10.08.2018 15:00,0,172
10.08.2018 15:00 - 10.08.2018 16:00,0,159
10.08.2018 16:00 - 10.08.2018 17:00,0,148
10.08.2018 17:00 - 10.08.2018 18:00,0,186
10.08.2018 18:00 - 10.08.2018 19:00,0,233
10.08.2018 19:00 - 10.08.2018 20:00,0,213
10.08.2018 20:00 - 10.08.2018 21:00,0,250
10.08.2018 21:00 - 10.08.2018 22:00,0,189
10.08.2018 22:00 - 10.08.2018 23:00,0,212
10.08.2018 23:00 - 11.08.2018 00:00,0,133
